session,session_start_text,session_end_text,clickouts,booking
2.01705E+13,10:54:42,10:57:37,3,0
2.01705E+13,03:23:41,03:26:18,1,1
2.01705E+13,01:50:12,01:51:52,2,0
2.01705E+13,13:20:00,13:22:20,3,0
2.01705E+13,00:56:38,01:00:58,4,0
2.01705E+13,15:04:09,15:07:18,2,0
2.01705E+13,22:49:12,22:52:37,3,0
2.01705E+13,07:40:33,07:45:04,4,0
2.01705E+13,11:00:56,11:03:31,2,0
2.01705E+13,01:19:00,01:22:19,3,1
2.01705E+13,15:25:10,15:28:53,2,1
2.01705E+13,07:32:02,07:34:32,2,0
2.01705E+13,00:15:05,00:15:05,0,1
2.01705E+13,19:51:50,19:53:49,3,1
2.01705E+13,18:56:25,19:00:08,3,0
2.01705E+13,01:58:07,02:01:55,4,0
2.01705E+13,19:19:53,19:22:03,1,0
2.01705E+13,02:52:58,02:55:33,2,0
2.01705E+13,18:43:57,18:47:44,3,0
2.01705E+13,02:46:17,02:49:39,2,0
2.01705E+13,14:13:14,14:16:03,2,0
2.01705E+13,04:11:59,04:13:33,3,0
2.01705E+13,16:04:29,16:06:45,3,0
2.01705E+13,21:02:53,21:07:41,2,0
2.01705E+13,11:40:02,11:42:42,1,0
2.01705E+13,07:26:27,07:30:26,2,0
2.01705E+13,05:00:13,05:05:05,2,0
2.01705E+13,01:38:41,01:41:51,1,0
2.01705E+13,14:23:24,14:26:17,1,0
2.01705E+13,12:58:41,13:03:08,3,0
2.01705E+13,12:28:21,12:30:52,3,0
2.01705E+13,08:29:48,08:33:17,2,0
2.01705E+13,18:52:53,18:56:24,4,0
2.01705E+13,02:13:56,02:16:29,2,0
2.01705E+13,08:19:02,08:21:54,5,0
2.01705E+13,23:34:38,23:37:59,1,0
2.01705E+13,00:58:40,01:02:20,4,0
2.01705E+13,13:33:32,13:35:22,1,0
2.01705E+13,05:48:56,05:51:45,3,0
2.01705E+13,13:49:45,13:52:16,4,0
2.01705E+13,02:17:19,02:19:55,2,0
2.01705E+13,11:10:00,11:13:04,2,0
2.01705E+13,09:49:11,09:50:56,2,0
2.01705E+13,20:30:05,20:33:38,2,0
2.01705E+13,02:34:01,02:36:55,5,0
2.01705E+13,09:31:59,09:33:39,2,0
2.01705E+13,23:14:20,23:18:38,1,0
2.01705E+13,21:30:26,21:34:15,4,0
2.01705E+13,13:41:34,13:44:36,1,0
2.01705E+13,22:07:07,22:10:11,1,0
2.01705E+13,08:32:04,08:35:19,2,0
2.01705E+13,08:51:00,08:53:16,0,1
2.01705E+13,01:05:43,01:07:40,0,0
2.01705E+13,18:00:08,18:03:07,2,0
2.01705E+13,20:52:00,20:56:06,4,0
2.01705E+13,20:18:13,20:22:27,2,0
2.01705E+13,03:13:50,03:17:41,2,0
2.01705E+13,18:00:47,18:03:33,1,0
2.01705E+13,22:22:12,22:26:13,2,0
2.01705E+13,16:12:38,16:14:15,2,0
2.01705E+13,17:13:52,17:17:13,2,1
2.01705E+13,13:21:34,13:23:46,3,0
2.01705E+13,19:04:12,19:07:02,3,0
2.01705E+13,15:37:27,15:41:08,3,0
2.01705E+13,12:15:35,12:18:02,2,0
2.01705E+13,20:58:40,21:01:51,3,0
2.01705E+13,19:18:40,19:21:13,2,0
2.01705E+13,13:56:56,13:59:48,3,0
2.01705E+13,20:36:23,20:39:41,1,0
2.01705E+13,08:15:42,08:18:55,2,1
2.01705E+13,04:33:45,04:36:41,2,0
2.01705E+13,10:13:49,10:17:25,2,0
2.01705E+13,05:00:46,05:01:49,4,0
2.01705E+13,01:17:58,01:20:59,1,0
2.01705E+13,23:51:26,23:55:06,3,0
2.01705E+13,05:11:00,05:12:54,2,0
2.01705E+13,08:01:51,08:04:30,2,0
2.01705E+13,22:59:36,23:01:57,3,0
2.01705E+13,23:56:09,23:57:01,3,0
2.01705E+13,08:33:15,08:35:12,1,0
2.01705E+13,05:10:55,05:14:04,1,0
2.01705E+13,20:45:50,20:48:08,2,0
2.01705E+13,08:19:41,08:22:19,3,0
2.01705E+13,18:22:59,18:27:59,3,0
2.01705E+13,18:55:37,18:58:47,2,0
2.01705E+13,12:00:19,12:02:35,2,0
2.01705E+13,21:01:55,21:04:04,1,0
2.01705E+13,08:03:45,08:06:40,2,0
2.01705E+13,13:54:12,13:57:52,1,0
2.01705E+13,01:11:00,01:14:26,2,0
2.01705E+13,04:46:00,04:46:44,4,0
2.01705E+13,15:31:18,15:34:34,3,0
2.01705E+13,23:50:37,23:53:40,4,0
2.01705E+13,07:45:18,07:50:34,2,0
2.01705E+13,05:23:47,05:26:28,1,0
2.01705E+13,17:02:42,17:05:04,3,0
2.01705E+13,16:05:43,16:08:40,3,0
2.01705E+13,18:29:24,18:31:11,1,1
2.01705E+13,23:46:38,23:49:58,3,0
2.01705E+13,15:07:06,15:09:29,2,1
2.01705E+13,16:26:23,16:28:32,2,0
2.01705E+13,03:31:16,03:35:17,4,0
2.01705E+13,23:22:12,23:23:19,3,0
2.01705E+13,01:13:19,01:16:00,3,1
2.01705E+13,13:16:48,13:20:14,1,0
2.01705E+13,07:09:39,07:12:34,2,0
2.01705E+13,11:09:16,11:11:31,4,0
2.01705E+13,14:00:07,14:03:32,2,0
2.01705E+13,15:07:07,15:09:19,3,0
2.01705E+13,05:01:44,05:04:06,3,0
2.01705E+13,18:13:18,18:16:34,4,1
2.01705E+13,08:41:05,08:43:28,4,0
2.01705E+13,15:33:26,15:36:31,1,1
2.01705E+13,16:56:21,16:58:21,4,0
2.01705E+13,03:23:47,03:29:26,1,0
2.01705E+13,05:04:23,05:06:29,2,0
2.01705E+13,06:26:38,06:27:33,5,0
2.01705E+13,03:48:05,03:51:10,3,0
2.01705E+13,13:47:30,13:51:18,3,0
2.01705E+13,04:51:29,04:55:20,4,0
2.01705E+13,10:54:42,10:56:22,2,0
2.01705E+13,18:07:36,18:10:05,3,0
2.01705E+13,05:18:58,05:21:36,2,0
2.01705E+13,13:13:41,13:14:19,3,0
2.01705E+13,22:45:12,22:49:08,3,0
2.01705E+13,04:02:36,04:04:25,4,0
2.01705E+13,20:36:43,20:41:42,3,0
2.01705E+13,04:55:27,04:59:39,3,0
2.01705E+13,18:37:13,18:39:00,3,0
2.01705E+13,20:55:04,20:58:20,2,0
2.01705E+13,18:18:52,18:20:38,2,0
2.01705E+13,05:25:03,05:28:41,4,0
2.01705E+13,00:30:26,00:34:01,3,0
2.01705E+13,20:09:05,20:12:05,0,0
2.01705E+13,07:36:43,07:37:45,5,0
2.01705E+13,21:46:02,21:49:27,2,1
2.01705E+13,22:04:33,22:06:49,2,0
2.01705E+13,20:01:22,20:04:54,2,0
2.01705E+13,14:17:11,14:18:27,2,0
2.01705E+13,17:44:53,17:48:09,4,0
2.01705E+13,16:13:29,16:15:52,1,0
2.01705E+13,13:58:20,14:01:36,3,0
2.01705E+13,09:04:39,09:09:17,3,0
2.01705E+13,18:29:02,18:32:07,3,0
2.01705E+13,09:30:48,09:33:58,0,0
2.01705E+13,00:10:09,00:13:23,1,0
2.01705E+13,13:26:47,13:28:47,0,0
2.01705E+13,20:18:59,20:21:40,1,1
2.01705E+13,20:49:35,20:52:59,2,1
2.01705E+13,05:37:54,05:40:19,3,0
2.01705E+13,09:43:25,09:46:00,4,0
2.01705E+13,03:55:12,03:58:01,0,1
2.01705E+13,12:20:28,12:24:08,2,0
2.01705E+13,02:00:14,02:03:37,1,0
2.01705E+13,10:59:24,11:01:31,2,0
2.01705E+13,16:14:26,16:18:11,3,0
2.01705E+13,23:35:42,23:39:30,3,0
2.01705E+13,06:04:54,06:08:51,2,0
2.01705E+13,23:42:10,23:44:03,2,0
2.01705E+13,04:02:15,04:06:21,2,0
2.01705E+13,05:41:00,05:44:34,3,0
2.01705E+13,18:55:29,18:57:06,2,0
2.01705E+13,04:22:39,04:24:45,4,1
2.01705E+13,08:34:19,08:37:56,2,0
2.01705E+13,01:57:36,02:02:33,1,1
2.01705E+13,11:00:33,11:04:55,2,0
2.01705E+13,23:25:58,23:28:01,2,0
2.01705E+13,17:35:06,17:40:36,3,0
2.01705E+13,04:26:44,04:30:01,2,1
2.01705E+13,22:16:06,22:20:48,3,1
2.01705E+13,01:27:31,01:31:43,2,0
2.01705E+13,06:20:49,06:23:54,2,0
2.01705E+13,10:33:45,10:36:10,0,0
2.01705E+13,19:28:01,19:31:34,1,0
2.01705E+13,07:06:54,07:09:41,4,0
2.01705E+13,19:10:17,19:13:14,4,0
2.01705E+13,22:33:51,22:36:49,2,0
2.01705E+13,11:48:24,11:51:24,2,0
2.01705E+13,19:02:10,19:06:28,2,0
2.01705E+13,03:18:36,03:21:00,3,0
2.01705E+13,09:09:35,09:12:03,2,0
2.01705E+13,09:58:25,09:58:50,4,0
2.01705E+13,23:53:25,23:55:15,3,0
2.01705E+13,23:10:11,23:13:43,5,0
2.01705E+13,19:09:58,19:13:33,2,0
2.01705E+13,21:59:59,22:02:54,5,0
2.01705E+13,16:06:41,16:11:42,3,0
2.01705E+13,11:52:37,11:55:57,3,0
2.01705E+13,23:25:02,23:27:47,2,1
2.01705E+13,14:54:22,14:58:30,4,0
2.01705E+13,22:20:18,22:24:00,2,0
2.01705E+13,04:33:01,04:38:05,3,0
2.01705E+13,02:38:42,02:42:10,4,0
2.01705E+13,10:07:30,10:10:07,0,0
2.01705E+13,17:26:55,17:28:20,4,0
2.01705E+13,10:59:12,11:03:03,3,0
2.01705E+13,14:04:14,14:06:05,3,0
2.01705E+13,09:21:24,09:23:39,2,0
2.01705E+13,17:23:33,17:24:38,2,0
2.01705E+13,20:32:22,20:37:39,3,0
2.01705E+13,08:21:18,08:23:29,3,0
2.01705E+13,04:49:32,04:55:42,4,0
2.01705E+13,13:36:17,13:39:25,4,0
2.01705E+13,07:07:44,07:10:21,2,0
2.01705E+13,19:43:20,19:45:10,3,0
2.01705E+13,14:17:16,14:19:45,3,0
2.01705E+13,10:08:08,10:10:34,2,0
2.01705E+13,09:36:40,09:41:22,1,0
2.01705E+13,06:27:41,06:30:01,2,0
2.01705E+13,12:39:05,12:42:53,3,1
2.01705E+13,08:00:22,08:03:03,2,0
2.01705E+13,22:26:31,22:29:21,4,0
2.01705E+13,05:07:34,05:09:31,2,0
2.01705E+13,09:57:30,10:01:12,2,0
2.01705E+13,16:13:06,16:17:01,1,0
2.01705E+13,20:48:29,20:48:29,0,0
2.01705E+13,16:06:03,16:08:49,1,1
2.01705E+13,21:46:55,21:50:50,3,0
2.01705E+13,20:14:38,20:16:10,2,0
2.01705E+13,15:17:47,15:19:51,2,0
2.01705E+13,07:17:08,07:21:30,2,1
2.01705E+13,12:11:14,12:13:22,4,0
2.01705E+13,14:15:47,14:19:45,3,0
2.01705E+13,19:49:20,19:52:26,2,0
2.01705E+13,09:47:50,09:51:39,3,0
2.01705E+13,13:10:45,13:14:58,2,0
2.01705E+13,03:41:37,03:44:03,2,0
2.01705E+13,14:52:42,14:55:50,3,0
2.01705E+13,22:13:40,22:17:56,3,0
2.01705E+13,16:46:21,16:49:12,4,0
2.01705E+13,12:53:12,12:56:19,1,0
2.01705E+13,14:22:44,14:26:40,5,0
2.01705E+13,10:48:15,10:50:24,1,0
2.01705E+13,17:17:09,17:21:27,4,1
2.01705E+13,17:27:59,17:28:22,4,0
2.01705E+13,02:07:38,02:10:35,3,0
2.01705E+13,03:05:50,03:08:09,2,0
2.01705E+13,13:47:26,13:50:56,1,0
2.01705E+13,18:07:38,18:09:40,4,0
2.01705E+13,14:39:46,14:41:40,1,0
2.01705E+13,21:23:40,21:25:59,4,0
2.01705E+13,19:14:51,19:16:26,2,0
2.01705E+13,01:31:16,01:35:42,2,0
2.01705E+13,18:15:00,18:18:05,3,0
2.01705E+13,13:45:49,13:48:30,1,0
2.01705E+13,13:35:35,13:37:46,3,0
2.01705E+13,14:00:45,14:01:21,2,0
2.01705E+13,08:01:38,08:04:05,3,0
2.01705E+13,06:37:00,06:40:02,1,0
2.01705E+13,10:41:15,10:45:41,3,0
2.01705E+13,21:37:13,21:39:30,5,0
2.01705E+13,00:24:48,00:30:04,6,0
2.01705E+13,02:29:17,02:32:01,2,0
2.01705E+13,03:28:20,03:30:27,1,0
2.01705E+13,01:05:37,01:07:12,2,0
2.01705E+13,10:06:51,10:09:39,1,0
2.01705E+13,03:03:41,03:06:08,4,0
2.01705E+13,14:09:52,14:12:00,2,0
2.01705E+13,16:27:46,16:31:42,3,0
2.01705E+13,17:18:27,17:22:03,1,0
2.01705E+13,19:21:40,19:24:56,3,0
2.01705E+13,05:32:03,05:35:30,3,0
2.01705E+13,22:21:14,22:25:13,3,0
2.01705E+13,11:25:24,11:30:28,4,0
2.01705E+13,23:54:46,23:58:21,0,0
2.01705E+13,02:29:02,02:32:32,3,0
2.01705E+13,19:23:27,19:25:30,2,0
2.01705E+13,05:15:51,05:17:27,2,0
2.01705E+13,09:30:25,09:32:19,2,0
2.01705E+13,06:19:24,06:23:00,4,0
2.01705E+13,17:58:21,18:03:17,3,0
2.01705E+13,15:03:15,15:06:55,3,0
2.01705E+13,13:55:57,13:59:39,1,0
2.01705E+13,20:08:36,20:10:56,0,0
2.01705E+13,02:05:46,02:07:51,2,0
2.01705E+13,10:39:16,10:42:13,2,0
2.01705E+13,22:45:40,22:47:39,2,0
2.01705E+13,03:46:22,03:48:15,2,0
2.01705E+13,02:23:29,02:26:50,3,1
2.01705E+13,13:38:37,13:40:01,2,0
2.01705E+13,15:25:07,15:27:57,2,0
2.01705E+13,05:24:01,05:27:05,3,0
2.01705E+13,18:43:58,18:45:30,2,0
2.01705E+13,15:34:43,15:37:13,2,0
2.01705E+13,19:41:51,19:44:11,5,0
2.01705E+13,03:11:39,03:16:19,3,0
2.01705E+13,23:56:43,00:00:12,4,0
2.01705E+13,04:06:00,04:09:27,3,0
2.01705E+13,00:56:56,00:58:41,5,0
2.01705E+13,12:27:42,12:30:18,4,0
2.01705E+13,01:26:49,01:30:05,4,0
2.01705E+13,16:00:13,16:02:10,2,0
2.01705E+13,14:06:49,14:09:02,3,0
2.01705E+13,21:37:35,21:40:56,3,0
2.01705E+13,05:20:33,05:23:17,0,0
2.01705E+13,23:44:32,23:47:40,3,0
2.01705E+13,07:47:23,07:49:21,4,0
2.01705E+13,09:08:16,09:10:43,3,0
2.01705E+13,18:50:13,18:52:32,2,0
2.01705E+13,23:22:20,23:25:40,1,0
2.01705E+13,22:02:01,22:06:14,2,0
2.01705E+13,21:44:45,21:47:58,3,0
2.01705E+13,00:39:41,00:42:02,2,1
2.01705E+13,09:11:23,09:11:53,1,0
2.01705E+13,05:39:56,05:43:06,2,1
2.01705E+13,03:11:47,03:17:16,3,0
2.01705E+13,00:17:39,00:20:21,3,0
2.01705E+13,09:34:17,09:37:43,2,0
2.01705E+13,09:29:35,09:32:53,2,0
2.01705E+13,06:57:08,07:00:09,3,0
2.01705E+13,00:00:59,00:03:42,4,1
2.01705E+13,14:47:05,14:48:09,3,0
2.01705E+13,18:46:32,18:50:13,3,0
2.01705E+13,03:20:34,03:24:40,3,0
2.01705E+13,00:12:00,00:16:24,2,0
2.01705E+13,03:52:58,03:56:51,0,0
2.01705E+13,08:22:14,08:24:36,3,0
2.01705E+13,21:54:47,21:57:51,3,0
2.01705E+13,01:11:38,01:15:30,2,0
2.01705E+13,22:03:37,22:08:34,0,0
2.01705E+13,13:00:20,13:04:00,3,0
2.01705E+13,19:54:40,19:56:42,2,0
2.01705E+13,20:32:06,20:34:35,2,0
2.01705E+13,00:30:29,00:32:26,1,0
2.01705E+13,16:32:17,16:34:10,4,0
2.01705E+13,15:50:09,15:53:19,3,1
2.01705E+13,22:27:39,22:30:23,3,0
2.01705E+13,14:57:58,15:01:29,4,0
2.01705E+13,19:27:08,19:30:39,4,0
2.01705E+13,06:12:56,06:16:42,3,0
2.01705E+13,17:10:05,17:13:08,1,0
2.01705E+13,17:46:53,17:50:41,4,1
2.01705E+13,10:27:49,10:30:07,3,0
2.01705E+13,22:34:32,22:36:15,3,0
2.01705E+13,21:53:04,21:57:09,3,0
2.01705E+13,15:21:23,15:23:36,2,0
2.01705E+13,23:29:04,23:32:42,4,0
2.01705E+13,16:37:57,16:41:34,3,0
2.01705E+13,03:28:23,03:32:22,3,0
2.01705E+13,05:10:36,05:13:01,3,1
2.01705E+13,23:04:00,23:06:45,2,0
2.01705E+13,07:49:36,07:52:22,1,0
2.01705E+13,22:47:15,22:50:55,3,0
2.01705E+13,05:30:32,05:33:44,2,0
2.01705E+13,09:06:05,09:09:14,2,0
2.01705E+13,09:29:44,09:32:41,2,0
2.01705E+13,20:20:31,20:23:38,2,0
2.01705E+13,06:28:22,06:30:49,4,0
2.01705E+13,17:56:20,17:59:22,2,0
2.01705E+13,19:25:53,19:30:12,3,0
2.01705E+13,06:02:51,06:04:00,3,0
2.01705E+13,16:37:18,16:40:34,2,1
2.01705E+13,08:19:52,08:23:01,2,0
2.01705E+13,09:57:59,10:00:27,3,0
2.01705E+13,14:04:54,14:08:26,3,0
2.01705E+13,02:46:25,02:48:26,3,0
2.01705E+13,11:28:17,11:31:11,1,0
2.01705E+13,07:06:55,07:09:56,4,0
2.01705E+13,01:12:06,01:16:16,1,0
2.01705E+13,14:17:51,14:20:38,2,0
2.01705E+13,07:23:23,07:25:08,2,0
2.01705E+13,15:11:01,15:15:27,1,1
2.01705E+13,12:50:15,12:54:12,3,1
2.01705E+13,19:37:41,19:41:21,3,0
2.01705E+13,08:36:33,08:40:42,3,0
2.01705E+13,17:45:48,17:48:10,2,0
2.01705E+13,05:44:02,05:46:35,3,0
2.01705E+13,00:35:57,00:40:34,4,0
2.01705E+13,20:14:12,20:16:44,2,0
2.01705E+13,01:36:55,01:40:42,2,0
2.01705E+13,13:44:24,13:47:40,4,0
2.01705E+13,09:50:51,09:51:40,3,1
2.01705E+13,05:55:57,05:59:52,1,0
2.01705E+13,01:38:39,01:43:23,2,0
2.01705E+13,20:50:49,20:53:48,2,0
2.01705E+13,03:26:33,03:29:05,2,0
2.01705E+13,05:58:22,06:01:04,2,1
2.01705E+13,09:40:37,09:44:58,2,0
2.01705E+13,20:45:05,20:48:03,2,0
2.01705E+13,01:38:50,01:42:44,4,0
2.01705E+13,18:43:03,18:45:38,1,0
2.01705E+13,12:34:28,12:36:33,3,0
2.01705E+13,09:18:52,09:20:50,1,0
2.01705E+13,22:34:33,22:37:47,0,0
2.01705E+13,15:06:09,15:08:56,4,1
2.01705E+13,17:25:03,17:29:26,2,0
2.01705E+13,09:57:05,09:59:54,2,1
2.01705E+13,11:27:57,11:30:11,3,1
2.01705E+13,20:34:34,20:36:54,3,0
2.01705E+13,22:32:09,22:35:12,3,0
2.01705E+13,20:20:13,20:23:30,5,0
2.01705E+13,18:13:47,18:16:28,2,0
2.01705E+13,00:39:16,00:43:40,3,0
2.01705E+13,02:02:00,02:04:11,4,0
2.01705E+13,15:12:24,15:16:09,3,0
2.01705E+13,15:29:57,15:33:15,2,0
2.01705E+13,00:04:11,00:06:43,3,0
2.01705E+13,17:16:01,17:20:12,3,0
2.01705E+13,20:22:35,20:25:54,1,0
2.01705E+13,14:05:05,14:07:04,3,0
2.01705E+13,12:04:45,12:08:52,2,0
2.01705E+13,11:09:53,11:12:16,1,0
2.01705E+13,00:17:47,00:19:01,2,0
2.01705E+13,23:41:20,23:43:44,3,0
2.01705E+13,17:45:15,17:48:01,3,0
2.01705E+13,01:45:11,01:49:32,3,0
2.01705E+13,12:53:16,12:58:24,4,1
2.01705E+13,22:51:34,22:55:29,2,1
2.01705E+13,07:36:53,07:39:55,4,0
2.01705E+13,04:31:03,04:33:20,1,0
2.01705E+13,21:59:01,22:02:42,1,0
2.01705E+13,09:19:42,09:22:10,2,1
2.01705E+13,12:21:09,12:24:27,2,0
2.01705E+13,19:17:18,19:19:08,4,0
2.01705E+13,21:00:30,21:02:56,2,0
2.01705E+13,19:01:56,19:04:05,2,0
2.01705E+13,21:59:00,22:01:07,2,0
2.01705E+13,10:55:34,10:59:39,2,0
2.01705E+13,02:03:00,02:05:10,3,0
2.01705E+13,05:19:19,05:22:24,2,0
2.01705E+13,03:37:23,03:40:10,1,0
2.01705E+13,11:15:55,11:17:41,1,0
2.01705E+13,02:37:26,02:39:57,1,0
2.01705E+13,11:24:34,11:26:37,3,0
2.01705E+13,04:14:08,04:17:04,3,0
2.01705E+13,11:30:41,11:33:42,3,0
2.01705E+13,01:58:19,02:00:51,3,0
2.01705E+13,00:53:25,00:55:23,3,0
2.01705E+13,19:21:45,19:25:10,4,0
2.01705E+13,09:06:21,09:08:04,2,0
2.01705E+13,13:04:09,13:06:19,2,0
2.01705E+13,13:28:34,13:31:15,2,1
2.01705E+13,13:35:06,13:37:21,2,0
2.01705E+13,15:00:25,15:03:32,1,0
2.01705E+13,01:15:31,01:19:34,4,0
2.01705E+13,22:47:42,22:51:13,4,0
2.01705E+13,18:33:26,18:38:02,4,1
2.01705E+13,16:20:37,16:23:05,3,0
2.01705E+13,21:30:02,21:33:12,2,0
2.01705E+13,10:19:00,10:21:34,1,0
2.01705E+13,10:44:26,10:48:22,4,0
2.01705E+13,00:41:00,00:44:07,3,0
2.01705E+13,06:54:00,06:56:15,4,0
2.01705E+13,14:14:36,14:18:35,4,0
2.01705E+13,10:36:37,10:40:16,4,0
2.01705E+13,19:21:00,19:25:12,3,0
2.01705E+13,12:41:37,12:44:14,4,0
2.01705E+13,23:03:36,23:07:27,4,0
2.01705E+13,06:14:41,06:18:48,3,0
2.01705E+13,06:01:11,06:03:29,3,0
2.01705E+13,03:28:29,03:32:06,2,0
2.01705E+13,18:58:24,19:01:22,4,0
2.01705E+13,19:25:45,19:27:57,2,0
2.01705E+13,07:05:48,07:10:06,3,0
2.01705E+13,09:59:58,10:04:07,2,0
2.01705E+13,03:34:51,03:37:14,2,0
2.01705E+13,14:50:05,14:53:22,1,0
2.01705E+13,20:25:39,20:27:37,1,0
2.01705E+13,14:09:49,14:13:46,4,0
2.01705E+13,09:08:33,09:14:10,4,0
2.01705E+13,16:39:51,16:42:12,2,0
2.01705E+13,04:01:29,04:03:19,3,0
2.01705E+13,17:26:26,17:28:58,2,0
2.01705E+13,02:40:21,02:44:57,2,0
2.01705E+13,01:02:12,01:05:00,3,1
2.01705E+13,01:43:00,01:46:07,3,0
2.01705E+13,04:32:51,04:35:47,2,0
2.01705E+13,06:05:16,06:07:54,3,0
2.01705E+13,03:18:09,03:22:04,1,0
2.01705E+13,12:43:15,12:44:28,3,0
2.01705E+13,09:47:49,09:49:55,0,0
2.01705E+13,14:28:34,14:30:33,1,0
2.01705E+13,00:25:05,00:28:19,3,0
2.01705E+13,11:20:09,11:24:39,5,0
2.01705E+13,04:42:49,04:45:47,3,0
2.01705E+13,04:02:57,04:06:37,3,0
2.01705E+13,04:31:32,04:37:15,3,0
2.01705E+13,17:23:51,17:25:24,3,0
2.01705E+13,03:11:57,03:13:36,5,0
2.01705E+13,18:06:14,18:08:25,3,0
2.01705E+13,07:39:14,07:43:50,0,1
2.01705E+13,22:39:54,22:42:20,4,0
2.01705E+13,17:36:56,17:40:14,4,0
2.01705E+13,20:05:01,20:06:40,3,0
2.01705E+13,14:56:51,15:00:03,3,0
2.01705E+13,09:14:13,09:17:09,3,0
2.01705E+13,04:42:43,04:46:16,2,0
2.01705E+13,00:44:00,00:47:33,3,1
2.01705E+13,07:00:33,07:04:32,5,0
2.01705E+13,09:07:40,09:09:04,2,0
2.01705E+13,02:18:46,02:22:06,2,0
2.01705E+13,11:27:25,11:32:00,3,0
2.01705E+13,13:19:27,13:24:19,2,0
2.01705E+13,04:01:13,04:05:37,5,0
2.01705E+13,15:03:07,15:06:15,1,0
2.01705E+13,14:44:02,14:48:48,1,0
2.01705E+13,07:16:02,07:21:25,2,0
2.01705E+13,22:59:49,23:05:27,4,1
2.01705E+13,12:06:58,12:11:58,4,1
2.01705E+13,06:29:42,06:32:25,1,0
2.01705E+13,10:18:06,10:21:57,4,0
2.01705E+13,19:10:41,19:12:53,2,0
2.01705E+13,15:24:30,15:27:06,4,0
2.01705E+13,03:50:15,03:53:25,4,0
2.01705E+13,13:49:19,13:52:28,1,0
2.01705E+13,21:10:21,21:15:03,2,0
2.01705E+13,15:09:13,15:12:26,3,0
2.01705E+13,01:24:47,01:27:00,2,0
2.01705E+13,16:19:28,16:21:49,3,0
2.01705E+13,06:43:15,06:46:10,3,0
2.01705E+13,19:34:58,19:37:28,2,0
2.01705E+13,20:49:29,20:50:48,3,0
2.01705E+13,16:13:56,16:18:46,2,0
2.01705E+13,01:44:03,01:48:32,3,0
2.01705E+13,21:37:27,21:41:23,3,0
2.01705E+13,00:31:24,00:32:25,4,0
2.01705E+13,13:24:22,13:27:11,3,0
2.01705E+13,10:13:08,10:15:27,3,0
2.01705E+13,23:00:20,23:04:18,2,0
2.01705E+13,05:56:04,05:58:19,4,0
2.01705E+13,07:23:29,07:27:49,5,0
2.01705E+13,00:52:46,00:55:15,3,0
2.01705E+13,09:50:42,09:55:05,4,0
2.01705E+13,19:00:03,19:02:27,1,0
2.01705E+13,20:19:16,20:20:52,4,0
2.01705E+13,13:55:54,13:59:10,1,0
2.01705E+13,15:20:58,15:24:15,4,0
2.01705E+13,21:54:44,21:58:09,2,1
2.01705E+13,06:50:48,06:53:26,2,0
2.01705E+13,02:17:16,02:20:43,1,0
2.01705E+13,01:22:53,01:27:43,1,0
2.01705E+13,04:44:59,04:47:38,1,0
2.01705E+13,03:40:58,03:44:23,1,0
2.01705E+13,07:20:35,07:23:01,3,0
2.01705E+13,21:00:44,21:03:00,3,0
2.01705E+13,11:12:56,11:16:01,2,0
2.01705E+13,10:13:24,10:16:46,2,0
2.01705E+13,22:42:57,22:45:24,2,0
2.01705E+13,11:55:21,11:59:56,3,0
2.01705E+13,20:54:11,20:55:44,3,0
2.01705E+13,05:40:46,05:43:31,2,1
2.01705E+13,06:17:29,06:18:46,3,0
2.01705E+13,01:56:55,02:01:04,2,0
2.01705E+13,18:41:27,18:46:33,1,1
2.01705E+13,03:05:18,03:07:45,2,0
2.01705E+13,15:01:22,15:02:44,2,0
2.01705E+13,03:45:44,03:50:20,4,0
2.01705E+13,14:09:18,14:12:16,1,0
2.01705E+13,16:46:08,16:51:33,2,0
2.01705E+13,19:40:50,19:44:48,1,0
2.01705E+13,00:42:05,00:44:15,2,0
2.01705E+13,12:23:59,12:27:49,4,1
2.01705E+13,21:53:47,21:58:05,2,0
2.01705E+13,02:47:16,02:49:45,2,0
2.01705E+13,08:11:38,08:13:54,1,0
2.01705E+13,05:51:07,05:55:38,2,0
2.01705E+13,22:56:47,23:00:15,1,0
2.01705E+13,09:04:24,09:06:54,2,0
2.01705E+13,12:20:58,12:23:51,4,0
2.01705E+13,00:00:41,00:02:24,4,1
2.01705E+13,07:24:15,07:27:17,3,0
2.01705E+13,16:39:07,16:40:29,3,1
2.01705E+13,12:16:39,12:20:51,3,0
2.01705E+13,23:36:01,23:38:20,2,0
2.01705E+13,20:09:29,20:12:12,1,0
2.01705E+13,15:27:01,15:30:02,3,0
2.01705E+13,07:49:19,07:51:12,2,0
2.01705E+13,16:57:42,17:00:11,2,0
2.01705E+13,05:52:05,05:53:50,3,0
2.01705E+13,11:44:01,11:47:59,2,1
2.01705E+13,00:57:22,00:59:43,3,0
2.01705E+13,18:16:38,18:20:42,3,0
2.01705E+13,11:53:13,11:56:02,3,0
2.01705E+13,08:11:17,08:14:31,2,0
2.01705E+13,12:09:45,12:13:33,2,0
2.01705E+13,15:58:24,15:59:36,2,0
2.01705E+13,13:21:34,13:24:16,2,0
2.01705E+13,15:30:22,15:33:29,3,0
2.01705E+13,19:11:29,19:12:35,3,0
2.01705E+13,03:58:41,04:02:14,3,0
2.01705E+13,11:31:24,11:34:31,3,0
2.01705E+13,01:48:39,01:50:37,1,0
